0/100: 0.000 | 0.000 | 0.000 | 0.000 | 0.000 | 
1/100: 0.500 | 0.000 | 0.000 | 0.000 | 0.000 | 
2/100: 0.667 | 0.000 | 0.000 | 0.000 | 0.000 | 
3/100: 0.500 | 0.000 | 0.000 | 0.000 | 0.000 | 
4/100: 0.400 | 0.000 | 0.000 | 0.000 | 0.000 | 
5/100: 0.500 | 0.000 | 0.000 | 0.000 | 0.000 | 
6/100: 0.571 | 0.000 | 0.000 | 0.000 | 0.000 | 
7/100: 0.625 | 0.000 | 0.000 | 0.000 | 0.000 | 
8/100: 0.667 | 0.000 | 0.000 | 0.000 | 0.000 | 
9/100: 0.700 | 0.000 | 0.000 | 0.000 | 0.000 | 
10/100: 0.727 | 0.000 | 0.000 | 0.000 | 0.000 | 
11/100: 0.750 | 0.000 | 0.000 | 0.000 | 0.000 | 
12/100: 0.769 | 0.000 | 0.000 | 0.000 | 0.000 | 
13/100: 0.786 | 0.000 | 0.000 | 0.000 | 0.000 | 
14/100: 0.733 | 0.000 | 0.000 | 0.000 | 0.000 | 
15/100: 0.750 | 0.000 | 0.000 | 0.000 | 0.000 | 
16/100: 0.765 | 0.000 | 0.000 | 0.000 | 0.000 | 
17/100: 0.778 | 0.000 | 0.000 | 0.000 | 0.000 | 
18/100: 0.789 | 0.000 | 0.000 | 0.000 | 0.000 | 
19/100: 0.800 | 0.000 | 0.000 | 0.000 | 0.000 | 
20/100: 0.810 | 0.000 | 0.000 | 0.000 | 0.000 | 
21/100: 0.773 | 0.000 | 0.000 | 0.000 | 0.000 | 
22/100: 0.783 | 0.000 | 0.000 | 0.000 | 0.000 | 
23/100: 0.792 | 0.000 | 0.000 | 0.000 | 0.000 | 
24/100: 0.800 | 0.000 | 0.000 | 0.000 | 0.000 | 
25/100: 0.808 | 0.000 | 0.000 | 0.000 | 0.000 | 
26/100: 0.815 | 0.000 | 0.000 | 0.000 | 0.000 | 
27/100: 0.821 | 0.000 | 0.000 | 0.000 | 0.000 | 
28/100: 0.828 | 0.000 | 0.000 | 0.000 | 0.000 | 
29/100: 0.833 | 0.000 | 0.000 | 0.000 | 0.000 | 
30/100: 0.839 | 0.000 | 0.000 | 0.000 | 0.000 | 
31/100: 0.844 | 0.000 | 0.000 | 0.000 | 0.000 | 
32/100: 0.848 | 0.000 | 0.000 | 0.000 | 0.000 | 
33/100: 0.853 | 0.000 | 0.000 | 0.000 | 0.000 | 
34/100: 0.857 | 0.000 | 0.000 | 0.000 | 0.000 | 
35/100: 0.861 | 0.000 | 0.000 | 0.000 | 0.000 | 
36/100: 0.865 | 0.000 | 0.000 | 0.000 | 0.000 | 
37/100: 0.868 | 0.000 | 0.000 | 0.000 | 0.000 | 
38/100: 0.872 | 0.000 | 0.000 | 0.000 | 0.000 | 
39/100: 0.850 | 0.000 | 0.000 | 0.000 | 0.000 | 
40/100: 0.829 | 0.000 | 0.000 | 0.000 | 0.000 | 
41/100: 0.833 | 0.000 | 0.000 | 0.000 | 0.000 | 
42/100: 0.837 | 0.000 | 0.000 | 0.000 | 0.000 | 
43/100: 0.818 | 0.000 | 0.000 | 0.000 | 0.000 | 
44/100: 0.822 | 0.000 | 0.000 | 0.000 | 0.000 | 
45/100: 0.826 | 0.000 | 0.000 | 0.000 | 0.000 | 
46/100: 0.830 | 0.000 | 0.000 | 0.000 | 0.000 | 
47/100: 0.833 | 0.000 | 0.000 | 0.000 | 0.000 | 
48/100: 0.837 | 0.000 | 0.000 | 0.000 | 0.000 | 
49/100: 0.840 | 0.000 | 0.000 | 0.000 | 0.000 | 
50/100: 0.843 | 0.000 | 0.000 | 0.000 | 0.000 | 
51/100: 0.846 | 0.000 | 0.000 | 0.000 | 0.000 | 
52/100: 0.849 | 0.000 | 0.000 | 0.000 | 0.000 | 
53/100: 0.833 | 0.000 | 0.000 | 0.000 | 0.000 | 
54/100: 0.836 | 0.000 | 0.000 | 0.000 | 0.000 | 
55/100: 0.839 | 0.000 | 0.000 | 0.000 | 0.000 | 
56/100: 0.842 | 0.000 | 0.000 | 0.000 | 0.000 | 
57/100: 0.845 | 0.000 | 0.000 | 0.000 | 0.000 | 
58/100: 0.847 | 0.000 | 0.000 | 0.000 | 0.000 | 
59/100: 0.850 | 0.000 | 0.000 | 0.000 | 0.000 | 
60/100: 0.852 | 0.000 | 0.000 | 0.000 | 0.000 | 
61/100: 0.855 | 0.000 | 0.000 | 0.000 | 0.000 | 
62/100: 0.857 | 0.000 | 0.000 | 0.000 | 0.000 | 
63/100: 0.859 | 0.000 | 0.000 | 0.000 | 0.000 | 
64/100: 0.846 | 0.000 | 0.000 | 0.000 | 0.000 | 
65/100: 0.848 | 0.000 | 0.000 | 0.000 | 0.000 | 
66/100: 0.851 | 0.000 | 0.000 | 0.000 | 0.000 | 
67/100: 0.853 | 0.000 | 0.000 | 0.000 | 0.000 | 
68/100: 0.841 | 0.000 | 0.000 | 0.000 | 0.000 | 
69/100: 0.843 | 0.000 | 0.000 | 0.000 | 0.000 | 
70/100: 0.831 | 0.000 | 0.000 | 0.000 | 0.000 | 
71/100: 0.833 | 0.000 | 0.000 | 0.000 | 0.000 | 
72/100: 0.836 | 0.000 | 0.000 | 0.000 | 0.000 | 
73/100: 0.838 | 0.000 | 0.000 | 0.000 | 0.000 | 
74/100: 0.840 | 0.000 | 0.000 | 0.000 | 0.000 | 
75/100: 0.842 | 0.000 | 0.000 | 0.000 | 0.000 | 
76/100: 0.844 | 0.000 | 0.000 | 0.000 | 0.000 | 
77/100: 0.846 | 0.000 | 0.000 | 0.000 | 0.000 | 
78/100: 0.848 | 0.000 | 0.000 | 0.000 | 0.000 | 
79/100: 0.850 | 0.000 | 0.000 | 0.000 | 0.000 | 
80/100: 0.840 | 0.000 | 0.000 | 0.000 | 0.000 | 
81/100: 0.841 | 0.000 | 0.000 | 0.000 | 0.000 | 
82/100: 0.843 | 0.000 | 0.000 | 0.000 | 0.000 | 
83/100: 0.845 | 0.000 | 0.000 | 0.000 | 0.000 | 
84/100: 0.847 | 0.000 | 0.000 | 0.000 | 0.000 | 
85/100: 0.849 | 0.000 | 0.000 | 0.000 | 0.000 | 
86/100: 0.851 | 0.000 | 0.000 | 0.000 | 0.000 | 
87/100: 0.852 | 0.000 | 0.000 | 0.000 | 0.000 | 
88/100: 0.854 | 0.000 | 0.000 | 0.000 | 0.000 | 
89/100: 0.856 | 0.000 | 0.000 | 0.000 | 0.000 | 
90/100: 0.857 | 0.000 | 0.000 | 0.000 | 0.000 | 
91/100: 0.848 | 0.000 | 0.000 | 0.000 | 0.000 | 
92/100: 0.839 | 0.000 | 0.000 | 0.000 | 0.000 | 
93/100: 0.840 | 0.000 | 0.000 | 0.000 | 0.000 | 
94/100: 0.842 | 0.000 | 0.000 | 0.000 | 0.000 | 
95/100: 0.844 | 0.000 | 0.000 | 0.000 | 0.000 | 
96/100: 0.845 | 0.000 | 0.000 | 0.000 | 0.000 | 
97/100: 0.847 | 0.000 | 0.000 | 0.000 | 0.000 | 
98/100: 0.848 | 0.000 | 0.000 | 0.000 | 0.000 | 
99/100: 0.850 | 0.000 | 0.000 | 0.000 | 0.000 | 
